Fecha,"Pedido #",Estado,Cliente,Producto(s),"Artículos vendidos",Cupón(es),"Ingresos netos"
"2020-06-17 20:37:51",7908,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-17 20:36:12",7906,ywraq-new,new,"7× Teja Zinc Galvanizada y Pintada",7,,7
"2020-06-17 19:14:05",7904,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-06-17 17:41:08",7902,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-17 15:55:28",7900,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-17 15:44:58",7898,ywraq-new,new,"20× Varillas Corrugadas y Chipa",20,,20
"2020-06-17 15:35:33",7896,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-06-17 15:06:41",7894,ywraq-new,new,"6× Lamina Galvanizada",6,,6
"2020-06-17 14:11:34",7887,ywraq-new,new,"12× Tubo Peinazo PD 10,5x4cm, 5× Ballestas, 6× Tubo Marco Puerta PD6, 1× Masillas y Selladores, 2× Anticorrosivo y Esmalte, 2× Anticorrosivo y Esmalte, 3× Soldaduras, 4× Escudos y Manijas, 2× Alambre de Púas, 8× Tubería Cerramiento Negro",45,,44
"2020-06-17 12:42:59",7885,ywraq-new,new,"3× Tubería Estructural",3,,3
"2020-06-17 12:19:14",7883,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-06-17 12:17:25",7881,ywraq-new,new,"1× Lamina HR (Hot Rolled), 1× Lamina HR (Hot Rolled), 1× Lamina HR (Hot Rolled)",3,,3
"2020-06-17 12:02:39",7879,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-06-17 11:56:15",7877,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-06-17 11:25:59",7875,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-17 09:57:46",7873,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-06-17 08:29:39",7871,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-17 08:07:19",7869,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-06-17 03:26:53",7867,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-06-17 00:28:26",7865,ywraq-new,new,"12× Malla Eslabonada",12,,12
"2020-06-16 19:56:25",7863,ywraq-new,new,"8× Lamina Galvanizada",8,,8
"2020-06-16 19:55:32",7861,ywraq-new,new,"1× Malla Electrosoldada Certificada",1,,1
"2020-06-16 19:49:47",7859,ywraq-new,new,"100× Bloquelon",100,,0
"2020-06-16 18:21:09",7857,ywraq-new,new,"9× Caballetes",9,,9
"2020-06-16 17:33:35",7855,ywraq-new,new,"2× Lamina Galvanizada",2,,2
"2020-06-16 17:13:50",7853,ywraq-new,new,"40× Lamina CR (Cold Rolled)",40,,40
"2020-06-16 17:13:24",7851,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-16 16:21:29",7849,ywraq-new,new,"26× Teja Zinc Galvanizada y Pintada, 26× Cubiertas Metálicas",52,,52
"2020-06-16 14:22:03",7847,ywraq-new,new,"50× Cubiertas Metálicas",50,,50
"2020-06-16 13:44:12",7845,ywraq-new,new,"1× Cubiertas Metálicas, 1× Tubería Estructural, 1× Perfiles en C (Perlines) GR50 y A36.",3,,3
"2020-06-16 13:40:31",7843,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-06-16 13:04:40",7841,ywraq-new,new,"200× Teja Galvanizada Master 1000",200,,200
"2020-06-16 12:25:04",7839,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-06-16 10:34:30",7837,ywraq-new,new,"5× Tubería de Cerramiento Galvanizado",5,,5
"2020-06-16 10:26:08",7835,ywraq-new,new,"20× Tubería Estructural, 1× Tubería Estructural",21,,21
"2020-06-16 08:02:33",7833,ywraq-new,new,"1× Tubería Estructural, 1× Tubería Estructural",2,,2
"2020-06-15 20:21:31",7831,ywraq-new,new,"1× Acero de cimentación certificado",1,,0
"2020-06-15 19:30:41",7828,ywraq-pending,new,"10× Malla Electrosoldada Certificada, 1× Tubo Cold Rolled Pasamanos, 6× Tubo Marco Puerta PD6, 8× Tubo T Peinazo, 6× Varilla Torsionada",31,,31
"2020-06-15 18:46:44",7825,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-15 12:04:25",7823,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-06-15 12:03:18",7821,ywraq-new,new,"6× Teja Trapezoidal Pintada, 10× Cubiertas Metálicas",16,,10
"2020-06-15 09:53:33",7819,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-06-15 09:19:36",7817,ywraq-new,new,"30× Teja Termoacústica",30,,30
"2020-06-14 20:49:30",7815,ywraq-new,new,"6× Viga IPE",6,,6
"2020-06-14 20:01:48",7813,ywraq-new,new,"1× Viga IPE",1,,1
"2020-06-14 19:53:54",7811,ywraq-new,new,"11× Tubería Estructural",11,,11
"2020-06-14 18:10:10",7809,ywraq-new,new,"14× Teja Zinc Galvanizada y Pintada",14,,14
"2020-06-14 17:23:39",7807,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-14 16:08:06",7805,ywraq-new,new,"18× Teja Zinc Galvanizada y Pintada",18,,18
"2020-06-14 14:24:41",7803,ywraq-new,new,"4× Teja Trapezoidal Pintada",4,,0
"2020-06-14 13:30:36",7801,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-14 10:21:14",7799,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-06-14 10:18:47",7797,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-14 10:17:06",7795,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-13 21:01:55",7793,ywraq-new,new,"2× Lamina Galvanizada",2,,2
"2020-06-13 19:50:23",7791,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-13 19:44:34",7789,ywraq-new,new,"10× Lamina Galvanizada",10,,10
"2020-06-13 17:49:31",7787,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-13 15:21:10",7785,ywraq-new,new,"2× Canal Pecho Paloma",2,,2
"2020-06-13 12:28:48",7783,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-13 11:32:23",7781,ywraq-new,new,"3× Tubería de Conducción y Presión",3,,3
"2020-06-13 10:35:53",7779,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-13 00:49:57",7777,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-13 00:47:45",7775,ywraq-new,new,"4× Perfiles en C (Perlines) GR50 y A36.",4,,4
"2020-06-12 23:03:19",7773,ywraq-new,new,"20× Lamina CR (Cold Rolled)",20,,20
"2020-06-12 21:14:51",7771,ywraq-new,new,"20× Tubería Elíptica y Oval",20,,20
"2020-06-12 20:44:32",7769,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-06-12 18:50:00",7767,ywraq-new,new,"2× Varillas Cuadradas",2,,2
"2020-06-12 18:04:35",7765,ywraq-new,new,"1× Viga IPE",1,,1
"2020-06-12 17:31:54",7763,ywraq-new,new,"1× Viga IPE, 1× Viga IPE, 1× Viga IPE, 1× Viga IPE",4,,4
"2020-06-12 16:28:25",7761,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-12 16:04:44",7759,ywraq-new,new,"12× Teja Galvanizada Master 1000",12,,12
"2020-06-12 14:51:40",7757,ywraq-new,new,"1× Ballestas",1,,1
"2020-06-12 14:40:02",7755,ywraq-new,new,"7× Lamina CR (Cold Rolled)",7,,7
"2020-06-12 11:49:12",7753,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-12 11:07:42",7751,ywraq-new,new,"160× Perfil Entrepiso",160,,160
"2020-06-12 10:52:49",7749,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-11 22:01:08",7747,ywraq-new,new,"29× Varilla Redonda Lisa",29,,29
"2020-06-11 21:10:58",7745,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-11 20:13:12",7743,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-06-11 20:11:52",7741,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-11 20:06:41",7739,ywraq-new,new,"23× Teja Trapezoidal Pintada",23,,0
"2020-06-11 20:00:55",7737,ywraq-new,new,"70× Teja Policarbonato",70,,70
"2020-06-11 19:37:04",7735,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-11 12:32:37",7733,ywraq-new,new,"50× Teja Zinc Galvanizada y Pintada",50,,50
"2020-06-11 11:58:58",7731,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-06-11 09:43:01",7729,ywraq-new,new,"140× Ballestas",140,,140
"2020-06-11 07:32:26",7727,ywraq-new,new,"1× Alambre de Púas",1,,1
"2020-06-11 06:27:12",7725,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-06-10 23:40:45",7722,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-10 22:03:27",7720,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-06-10 14:39:16",7718,ywraq-new,new,"21× Lamina Alfajor",21,,21
"2020-06-10 13:29:01",7716,ywraq-new,new,"4× Ballestas",4,,4
"2020-06-10 13:24:49",7714,ywraq-new,new,"9× Lamina Alfajor, 1× Lamina Alfajor",10,,10
"2020-06-10 13:06:20",7712,ywraq-new,new,"12× Teja Galvanizada Master 1000",12,,12
"2020-06-10 12:16:13",7710,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-10 11:42:36",7708,ywraq-new,new,"2× Ángulos",2,,2
"2020-06-10 10:36:54",7706,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-06-10 10:06:15",7704,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-06-09 21:54:05",7702,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-06-09 19:57:03",7700,ywraq-new,new,"27× Tubería Estructural",27,,27
"2020-06-09 19:26:35",7698,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-09 19:23:57",7696,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-09 16:58:03",7694,ywraq-new,new,"1× Cortinas Enrollables",1,,0
"2020-06-09 15:31:25",7692,ywraq-new,new,"7× Teja Trapezoidal Pintada",7,,0
"2020-06-09 15:27:43",7690,ywraq-new,new,"15× Tubería Estructural, 12× Tubería Estructural",27,,27
"2020-06-09 13:21:04",7688,ywraq-new,new,"15× Platina, 1× Tubería de Conducción y Presión, 4× Platina, 21× Varilla Torsionada, 23× Varillas Cuadradas, 4× Tubería Estructural, 1× Varilla Redonda Lisa",69,,69
"2020-06-09 12:27:30",7686,ywraq-new,new,"5× Teja Trapezoidal Pintada",5,,0
"2020-06-09 11:51:56",7684,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-06-09 11:18:24",7682,ywraq-new,new,"10× Teja Termoacústica",10,,10
"2020-06-09 11:17:49",7680,ywraq-new,new,"25× Varilla Torsionada",25,,25
"2020-06-09 11:16:48",7678,ywraq-new,new,"12× Varillas Corrugadas y Chipa",12,,12
"2020-06-09 11:15:38",7676,ywraq-new,new,"4× Varillas Cuadradas",4,,4
"2020-06-09 11:15:04",7674,ywraq-new,new,"8× Varillas Corrugadas y Chipa",8,,8
"2020-06-09 10:04:29",7672,ywraq-new,new,"30× Tubería de Cerramiento Galvanizado",30,,30
"2020-06-09 09:59:44",7670,ywraq-new,new,"29× Varillas Corrugadas y Chipa",29,,29
"2020-06-09 09:37:23",7668,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-06-09 06:59:17",7666,ywraq-new,new,"30× Varilla Torsionada, 5× Ballestas",35,,35
"2020-06-08 21:12:41",7664,ywraq-new,new,"15× Varillas Cuadradas, 1× Lamina HR (Hot Rolled), 15× Varillas Cuadradas, 3× Tubería Estructural, 1× Tubería Estructural, 4× Cubiertas Metálicas",39,,39
"2020-06-08 21:08:44",7662,ywraq-new,new,"60× Teja Zinc Galvanizada y Pintada",60,,60
"2020-06-08 20:46:06",7660,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-08 20:32:15",7658,ywraq-new,new,"12× Perfiles en C (Perlines) GR50 y A36.",12,,12
"2020-06-08 20:11:54",7656,ywraq-new,new,"60× Teja Zinc Galvanizada y Pintada",60,,60
"2020-06-08 17:58:34",7654,ywraq-new,new,"1× Ballestas",1,,1
"2020-06-08 15:28:36",7652,ywraq-new,new,"4× Tubería Estructural",4,,4
"2020-06-08 15:25:49",7650,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-06-08 14:39:26",7648,ywraq-new,new,"10× Lamina Galvanizada",10,,10
"2020-06-08 14:37:06",7646,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-06-08 14:04:53",7644,ywraq-new,new,"1× Malla con vena",1,,0
"2020-06-08 13:06:35",7642,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-06-08 10:48:44",7640,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-08 09:51:21",7638,ywraq-new,new,"1× Tubería Cold Rolled",1,,1
"2020-06-08 07:35:50",7636,ywraq-new,new,"2× Teja Zinc Galvanizada y Pintada",2,,2
"2020-06-07 23:23:55",7634,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-06-07 22:01:44",7632,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-07 21:07:32",7630,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado, 1× Tubería Cerramiento Negro",2,,2
"2020-06-07 14:58:50",7628,ywraq-new,new,"8× Cubiertas Metálicas",8,,8
"2020-06-07 14:37:30",7626,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-06-07 12:17:59",7624,ywraq-new,new,"14× Tubería Elíptica y Oval, 1× Viga IPE",15,,15
"2020-06-07 11:34:22",7622,ywraq-new,new,"36× Perfiles en C (Perlines) GR50 y A36.",36,,36
"2020-06-07 11:29:38",7620,ywraq-new,new,"1× Canal Pecho Paloma",1,,1
"2020-06-07 07:28:18",7618,ywraq-new,new,"100× Teja Trapezoidal Pintada",100,,0
"2020-06-06 23:10:31",7616,ywraq-new,new,"3× Perfiles en C (Perlines) GR50 y A36.",3,,3
"2020-06-06 22:42:24",7614,ywraq-new,new,"19× Teja Zinc Galvanizada y Pintada",19,,19
"2020-06-06 20:59:14",7612,ywraq-new,new,"4× Tubería Estructural",4,,4
"2020-06-06 20:16:39",7610,ywraq-new,new,"1× Viga IPE",1,,1
"2020-06-06 20:07:19",7608,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-06-06 16:43:24",7606,ywraq-new,new,"1× Ángulos",1,,1
"2020-06-06 14:46:16",7604,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-06-06 14:43:42",7602,ywraq-new,new,"13× Perfiles en C (Perlines) GR50 y A36.",13,,13
"2020-06-06 14:36:29",7600,ywraq-new,new,"47× Varilla Torsionada",47,,47
"2020-06-06 12:12:04",7598,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-06 09:52:29",7596,ywraq-new,new,"4× Lamina Galvanizada",4,,4
"2020-06-05 23:06:30",7594,ywraq-new,new,"18× Lamina HR (Hot Rolled)",18,,18
"2020-06-05 21:48:21",7592,ywraq-new,new,"6× Tubería Estructural",6,,6
"2020-06-05 21:21:15",7590,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-06-05 21:19:00",7588,ywraq-new,new,"1× Ballestas",1,,1
"2020-06-05 17:17:04",7586,ywraq-new,new,"8× Perfiles en C (Perlines) GR50 y A36.",8,,8
"2020-06-05 16:27:18",7584,ywraq-new,new,"3× Alambre de Púas",3,,3
"2020-06-05 11:46:13",7582,ywraq-new,new,"1× Perfil Entrepiso, 1× Laminas Colaborantes",2,,2
"2020-06-05 11:30:35",7580,ywraq-new,new,"1× Laminas Colaborantes, 1× Canales en U",2,,2
"2020-06-05 11:23:46",7578,ywraq-new,new,"4× Lamina Alfajor",4,,4
"2020-06-04 17:58:21",7576,ywraq-new,new,"8× Tubería Estructural",8,,8
"2020-06-04 16:07:41",7574,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-06-04 15:28:57",7572,ywraq-new,new,"6× Teja Policarbonato",6,,6
"2020-06-04 14:52:05",7570,ywraq-new,new,"52× Teja Zinc Galvanizada y Pintada",52,,52
"2020-06-04 11:22:46",7568,ywraq-new,new,"40× Perfiles en C (Perlines) GR50 y A36.",40,,40
"2020-06-04 09:17:43",7566,ywraq-new,new,"18× Perfiles en C (Perlines) GR50 y A36.",18,,18
"2020-06-03 21:52:07",7564,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-03 17:44:38",7562,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-06-03 17:25:02",7560,ywraq-new,new,"24× Teja Trapezoidal Pintada",24,,0
"2020-06-03 15:26:16",7558,ywraq-new,new,"20× Teja Trapezoidal Pintada",20,,0
"2020-06-03 10:59:38",7556,ywraq-new,new,"6× Cubiertas Metálicas, 1× Teja Trapezoidal Pintada",7,,6
"2020-06-03 10:50:38",7554,ywraq-new,new,"50× Teja Zinc Galvanizada y Pintada",50,,50
"2020-06-03 08:50:55",7552,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-03 08:42:51",7550,ywraq-new,new,"9× Cubiertas Metálicas",9,,9
"2020-06-03 08:10:58",7548,ywraq-new,new,"100× Cemento San Marcos",100,,0
"2020-06-03 07:56:29",7546,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-06-02 23:09:28",7544,ywraq-new,new,"10× Malla Electrosoldada Certificada",10,,10
"2020-06-02 22:48:21",7542,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-02 22:08:02",7540,ywraq-new,new,"8× Teja Policarbonato",8,,8
"2020-06-02 20:12:23",7538,ywraq-new,new,"1× Ángulos",1,,1
"2020-06-02 20:06:57",7536,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-02 20:03:49",7534,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-06-02 15:38:27",7532,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-06-02 14:07:04",7530,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-06-02 12:54:15",7528,ywraq-new,new,"8× Malla Eslabonada",8,,8
"2020-06-02 11:23:45",7526,ywraq-new,new,"1× Teja Termoacústica, 1× Teja Policarbonato",2,,2
"2020-06-02 10:35:50",7523,ywraq-new,new,"1× Tubería Estructural, 14× Tubería Estructural",15,,15
"2020-06-02 10:35:46",7522,ywraq-new,new,"1× Ovalos",1,,1
"2020-06-02 08:06:22",7520,ywraq-new,new,"44× Cubiertas Metálicas",44,,44
"2020-06-01 21:11:09",7518,ywraq-new,new,"80× Cubiertas Metálicas",80,,80
"2020-06-01 17:10:25",7516,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-06-01 15:44:58",7514,ywraq-new,new,"2× Tubería Estructural",2,,2
"2020-06-01 14:57:45",7512,ywraq-new,new,"4× Lamina Galvanizada",4,,4
"2020-06-01 14:29:56",7510,ywraq-new,new,"1× Ballestas",1,,1
"2020-06-01 14:22:54",7508,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-06-01 14:13:39",7506,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-01 14:06:50",7504,ywraq-new,new,"1× Tubería Elíptica y Oval, 1× Cubiertas Metálicas",2,,2
"2020-06-01 13:39:36",7502,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-06-01 13:04:34",7500,ywraq-new,new,"3× Teja Galvanizada Master 1000",3,,3
"2020-06-01 13:02:58",7498,ywraq-new,new,"22× Malla Eslabonada",22,,22
"2020-06-01 13:00:51",7496,ywraq-new,new,"3× Tubería Estructural",3,,3
"2020-06-01 12:51:15",7494,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-06-01 10:03:48",7492,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-31 22:01:25",7490,ywraq-new,new,"80× Teja Termoacústica",80,,80
"2020-05-31 17:54:15",7488,ywraq-new,new,"70× Cemento San Marcos, 270× Bloquelon, 3× Malla Electrosoldada Certificada",343,,3
"2020-05-31 14:08:34",7486,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-05-31 13:01:06",7484,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-31 10:13:35",7482,ywraq-new,new,"1× Ballestas",1,,1
"2020-05-30 21:34:16",7480,ywraq-new,new,"1× Alambre Galvanizado",1,,1
"2020-05-30 18:57:45",7478,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-30 18:52:10",7476,ywraq-new,new,"60× Cubiertas Metálicas",60,,60
"2020-05-30 18:24:06",7474,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-05-30 18:20:12",7472,ywraq-new,new,"1× Malla Electrosoldada Certificada",1,,1
"2020-05-30 18:11:19",7470,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-05-30 17:54:33",7468,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-05-30 17:40:00",7466,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-05-30 16:45:21",7464,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-05-30 08:20:24",7460,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-29 22:20:03",7458,ywraq-new,new,"300× Lamina Galvanizada",300,,300
"2020-05-29 21:43:55",7456,ywraq-new,new,"2× Sistema Placa Fácil, 385× Bloquelon",387,,0
"2020-05-29 20:48:11",7454,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-05-29 20:46:48",7452,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-05-29 20:39:35",7450,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-05-29 18:43:35",7448,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-29 18:21:37",7446,ywraq-new,new,"6× Perfil Entrepiso",6,,6
"2020-05-29 18:12:03",7444,ywraq-new,new,"12× Teja Trapezoidal Pintada",12,,0
"2020-05-29 17:50:52",7442,ywraq-new,new,"1× Varillas Corrugadas y Chipa, 1× Varilla Torsionada, 1× Varillas Cuadradas, 1× Varillas Cuadradas, 1× Tubería Estructural",5,,5
"2020-05-29 16:12:27",7440,ywraq-new,new,"5× Tubería Estructural, 16× Teja Termoacústica, 1× Tubería Estructural",22,,22
"2020-05-29 14:52:09",7437,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-29 14:26:28",7435,ywraq-new,new,"4× Teja Trapezoidal Pintada",4,,0
"2020-05-29 13:33:46",7433,ywraq-new,new,"1× Alambre de Púas",1,,1
"2020-05-29 11:57:46",7431,ywraq-new,new,"5× Malla Gallinero",5,,5
"2020-05-29 11:18:06",7429,ywraq-new,new,"7× Teja Trapezoidal Pintada",7,,0
"2020-05-28 23:51:53",7427,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-28 22:54:25",7425,ywraq-new,new,"1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural",3,,3
"2020-05-28 21:48:07",7423,ywraq-new,new,"100× Alambre Galvanizado",100,,100
"2020-05-28 19:54:11",7421,ywraq-new,new,"1× Varillas Cuadradas",1,,1
"2020-05-28 19:42:53",7419,ywraq-new,new,"680× Bloquelon, 2× Tubería Estructural, 5× Tubería Estructural, 10× Malla Electrosoldada Certificada, 2× Perfil Entrepiso, 4× Perfil Entrepiso, 5× Perfil Entrepiso, 1× Perfil Entrepiso, 6× Perfil Entrepiso, 4× Perfil Entrepiso",719,,39
"2020-05-28 17:25:39",7417,ywraq-new,new,"1× Teja Galvanizada Master 1000",1,,1
"2020-05-28 12:46:18",7415,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-28 09:46:47",7413,ywraq-new,new,"34× Tubo Peinazo 9x4cm",34,,34
"2020-05-28 09:37:59",7411,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-28 09:19:05",7409,ywraq-new,new,"20× Tubería Estructural",20,,20
"2020-05-28 08:39:15",7407,ywraq-new,new,"10× Platina, 11× Tubería Estructural, 10× Lamina HR (Hot Rolled)",31,,31
"2020-05-27 20:42:34",7404,ywraq-new,new,"500× Lamina CR (Cold Rolled)",500,,500
"2020-05-27 20:16:08",7402,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-27 20:10:23",7400,ywraq-new,new,"13× Varillas Cuadradas",13,,13
"2020-05-27 19:04:56",7398,ywraq-new,new,"20× Tubería Elíptica y Oval",20,,20
"2020-05-27 16:57:42",7396,ywraq-new,new,"1× Accesorios Forja",1,,1
"2020-05-27 15:17:03",7394,ywraq-new,new,"152× Ángulos",152,,152
"2020-05-27 14:16:50",7392,ywraq-new,new,"3× Canal Pecho Paloma",3,,3
"2020-05-27 10:33:47",7390,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-27 10:09:56",7388,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-27 07:34:48",7386,ywraq-new,new,"29× Tubería de Cerramiento Galvanizado",29,,29
"2020-05-27 06:26:17",7384,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-26 23:31:28",7382,ywraq-new,new,"22× Varilla Torsionada",22,,22
"2020-05-26 22:49:08",7380,ywraq-new,new,"8× Cubiertas Metálicas, 1× Tubería Estructural, 1× Tubería Estructural",10,,10
"2020-05-26 18:46:51",7378,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-26 16:28:45",7376,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-05-26 16:18:39",7374,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-26 16:07:11",7372,ywraq-new,new,"20× Viga IPE",20,,20
"2020-05-26 15:10:08",7370,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-05-26 13:28:24",7368,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-26 11:07:28",7366,ywraq-new,new,"80× Tubería Cerramiento Negro, 30× Tubería Cerramiento Negro",110,,110
"2020-05-26 09:49:42",7364,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-05-26 09:48:34",7362,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-05-25 21:39:38",7360,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-05-25 20:06:01",7358,ywraq-new,new,"3× Perfil Entrepiso, 3× Perfil Entrepiso",6,,6
"2020-05-25 17:01:29",7356,ywraq-new,new,"48× Tubería Elíptica y Oval",48,,48
"2020-05-25 15:25:27",7354,ywraq-new,new,"180× Malla Eslabonada",180,,180
"2020-05-25 15:07:24",7352,ywraq-new,new,"20× Lamina CR (Cold Rolled)",20,,20
"2020-05-25 14:04:24",7350,ywraq-new,new,"48× Tubería Elíptica y Oval",48,,48
"2020-05-24 17:51:59",7321,ywraq-new,new,"4× Tubería Estructural, 4× Tubería Estructural, 4× Tubería Estructural, 24× Tubería Elíptica y Oval, 25× Tubería Estructural, 11× Tubería Estructural, 80× Cubiertas Metálicas",152,,152
