Fecha,"Pedido #",Estado,Cliente,Producto(s),"Artículos vendidos",Cupón(es),"Ingresos netos"
"2020-07-27 11:54:46",9129,ywraq-new,new,"1× Ángulos",1,,1
"2020-07-27 11:47:04",9127,ywraq-new,new,"17× Teja Termoacústica",17,,17
"2020-07-27 11:36:09",9125,ywraq-new,new,"15× Teja Galvanizada Master 1000",15,,15
"2020-07-27 10:29:58",9123,ywraq-new,new,"3× Tubería de Cerramiento Galvanizado, 20× Tubería Estructural, 22× Tubería Estructural, 20× Cubiertas Metálicas, 1× Anticorrosivo y Esmalte",66,,66
"2020-07-27 10:28:57",9121,ywraq-new,new,"3× Viga IPE",3,,3
"2020-07-27 10:13:14",9119,ywraq-new,new,"150× Teja Zinc Galvanizada y Pintada",150,,150
"2020-07-27 09:03:25",9117,ywraq-new,new,"7× Perfiles en C (Perlines) GR50 y A36.",7,,7
"2020-07-27 08:37:29",9115,ywraq-new,new,"14× Teja Trapezoidal Pintada",14,,0
"2020-07-27 08:18:55",9113,ywraq-new,new,"5× Teja Zinc Galvanizada y Pintada",5,,5
"2020-07-27 06:25:33",9111,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-27 04:53:40",9109,ywraq-new,new,"6× Ovalos",6,,6
"2020-07-26 22:03:52",9107,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-26 20:33:52",9105,ywraq-new,new,"24× Perfiles en C (Perlines) GR50 y A36.",24,,24
"2020-07-26 20:21:22",9103,ywraq-new,new,"1× Lamina Alfajor, 1× Varilla Torsionada",2,,2
"2020-07-26 19:31:57",9101,ywraq-new,new,"600× Bloquelon, 20× Perfil Entrepiso, 10× Malla Electrosoldada Certificada, 30× Varillas Corrugadas y Chipa, 60× Cemento San Marcos",720,,60
"2020-07-26 18:34:26",9099,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-07-26 18:20:02",9097,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-26 16:55:12",9095,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-26 16:36:36",9093,ywraq-new,new,"10× Perfiles en C (Perlines) GR50 y A36.",10,,10
"2020-07-26 13:30:05",9091,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-26 02:16:02",9089,ywraq-new,new,"50× Varillas Corrugadas y Chipa",50,,50
"2020-07-25 18:15:29",9087,ywraq-new,new,"2× Lamina Alfajor",2,,2
"2020-07-25 18:02:47",9085,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-25 17:58:10",9083,ywraq-new,new,"100× Teja Zinc Galvanizada y Pintada, 100× Teja Galvanizada Master 1000",200,,200
"2020-07-25 17:53:19",9081,ywraq-new,new,"18× Teja Trapezoidal Pintada",18,,0
"2020-07-25 16:52:03",9079,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-07-25 15:41:46",9077,ywraq-new,new,"20× Teja Trapezoidal Pintada",20,,0
"2020-07-25 15:02:40",9075,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-25 14:52:12",9073,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-25 13:45:18",9071,ywraq-new,new,"25× Varilla Torsionada",25,,25
"2020-07-25 13:39:57",9069,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-25 13:36:56",9067,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-25 13:28:49",9065,ywraq-new,new,"22× Teja Zinc Galvanizada y Pintada",22,,22
"2020-07-25 12:48:41",9063,ywraq-new,new,"1× Ballestas",1,,1
"2020-07-25 12:42:40",9061,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-25 12:38:24",9059,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-25 12:09:30",9057,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-25 12:06:36",9055,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-25 10:30:36",9053,ywraq-new,new,"2× Varillas Corrugadas y Chipa",2,,2
"2020-07-25 10:26:48",9050,ywraq-new,new,"100× Teja Zinc Galvanizada y Pintada",100,,100
"2020-07-25 07:02:37",9047,ywraq-new,new,"30× Lamina Galvanizada",30,,30
"2020-07-24 23:52:01",9045,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-24 23:20:50",9043,ywraq-new,new,"6× Teja Trapezoidal Pintada",6,,0
"2020-07-24 21:11:42",9041,ywraq-new,new,"24× Teja Trapezoidal Pintada",24,,0
"2020-07-24 20:57:45",9039,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-07-24 20:55:29",9037,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-24 20:47:38",9035,ywraq-new,new,"51× Lamina CR (Cold Rolled)",51,,51
"2020-07-24 20:39:20",9033,ywraq-new,new,"1× Teja Galvanizada Master 1000",1,,1
"2020-07-24 20:15:39",9031,ywraq-new,new,"1× Teja Galvanizada Master 1000",1,,1
"2020-07-24 20:02:14",9029,ywraq-new,new,"9× Teja Trapezoidal Pintada",9,,0
"2020-07-24 19:28:33",9027,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-07-24 18:59:43",9025,ywraq-new,new,"1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural",6,,6
"2020-07-24 18:32:29",9023,ywraq-new,new,"14× Varillas Corrugadas y Chipa, 2× Teja Zinc Galvanizada y Pintada, 2× Malla Electrosoldada Certificada, 5× Sistema Placa Fácil, 10× Varillas Corrugadas y Chipa, 4× Alambre Negro, 20× Cemento, 4× Puntillas y Grapas",61,,28
"2020-07-24 18:15:55",9021,ywraq-new,new,"14× Varillas Corrugadas y Chipa",14,,14
"2020-07-24 09:31:34",9019,ywraq-new,new,"20× Teja Trapezoidal Pintada",20,,0
"2020-07-24 08:56:11",9017,ywraq-new,new,"4× Lamina Galvanizada",4,,4
"2020-07-24 07:59:44",9015,ywraq-new,new,"5× Lamina Galvanizada",5,,5
"2020-07-24 03:03:40",9013,ywraq-new,new,"3× Viga IPE",3,,3
"2020-07-23 22:51:17",9011,ywraq-new,new,"1× Caballetes, 1× Varillas Corrugadas y Chipa",2,,2
"2020-07-23 18:52:23",9009,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-23 18:51:01",9007,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-23 18:49:58",9005,ywraq-new,new,"2× Lamina Galvanizada",2,,2
"2020-07-23 16:00:59",9003,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-07-23 09:35:11",9001,ywraq-new,new,"1× Lamina Galvanizada, 1× Lamina Galvanizada",2,,2
"2020-07-23 09:33:48",8999,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-22 21:13:02",8997,ywraq-new,new,"10× Tubería Estructural, 5× Tubería Estructural, 2× Platina, 10× Tubería Estructural, 10× Tubería Estructural, 2× Platina",39,,39
"2020-07-22 19:22:22",8995,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-22 19:20:52",8993,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-22 16:09:10",8991,ywraq-new,new,"2× Ángulos, 2× Canales en U, 2× Cortinas Enrollables, 1× Anticorrosivo y Esmalte, 2× Canales en U",9,,7
"2020-07-22 15:58:13",8989,ywraq-new,new,"1× Ángulos, 1× Canales en U, 1× Cortinas Enrollables, 1× Anticorrosivo y Esmalte",4,,3
"2020-07-22 13:55:34",8987,ywraq-new,new,"5× Ovalos",5,,5
"2020-07-22 13:51:18",8985,ywraq-new,new,"16× Teja Galvanizada Master 1000",16,,16
"2020-07-22 13:49:04",8983,ywraq-new,new,"16× Teja Zinc Galvanizada y Pintada",16,,16
"2020-07-22 12:08:18",8981,ywraq-new,new,"16× Perfil Entrepiso",16,,16
"2020-07-22 07:18:27",8979,ywraq-new,new,"10× Teja Policarbonato",10,,10
"2020-07-21 21:09:14",8977,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-21 21:05:56",8975,ywraq-new,new,"1× Varillas Cuadradas, 1× Ángulos",2,,2
"2020-07-21 20:09:42",8973,ywraq-new,new,"46× Varillas Corrugadas y Chipa, 90× Varillas Corrugadas y Chipa, 30× Varillas Corrugadas y Chipa",166,,166
"2020-07-21 20:05:27",8971,ywraq-new,new,"46× Varillas Corrugadas y Chipa, 90× Varillas Corrugadas y Chipa",136,,136
"2020-07-21 20:04:13",8969,ywraq-new,new,"46× Varillas Corrugadas y Chipa",46,,46
"2020-07-21 19:24:28",8967,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-21 16:28:55",8965,ywraq-new,new,"30× Teja Trapezoidal Pintada",30,,0
"2020-07-21 15:37:36",8963,ywraq-new,new,"7× Teja Zinc Galvanizada y Pintada",7,,7
"2020-07-21 15:30:23",8961,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-07-21 14:27:47",8959,ywraq-new,new,"1× Teja Policarbonato",1,,1
"2020-07-21 11:20:14",8956,ywraq-new,new,"1× Lamina Alfajor, 1× Lamina Alfajor",2,,2
"2020-07-21 11:02:53",8954,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-21 10:51:35",8952,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-21 06:28:42",8867,ywraq-new,new,"40× Cubiertas Metálicas",40,,40
"2020-07-20 22:27:53",8865,ywraq-new,new,"3× Ballestas",3,,3
"2020-07-20 22:05:57",8863,ywraq-new,new,"50× Teja Zinc Galvanizada y Pintada",50,,50
"2020-07-20 21:32:45",8861,ywraq-new,new,"1× Canales en U",1,,1
"2020-07-20 20:58:53",8859,ywraq-new,new,"100× Cubiertas Metálicas",100,,100
"2020-07-20 20:41:03",8857,ywraq-new,new,"1× Varilla Redonda Lisa, 1× Tubería de Cerramiento Galvanizado",2,,2
"2020-07-20 20:38:53",8855,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-07-20 20:36:26",8853,ywraq-new,new,"6× Lamina Galvanizada",6,,6
"2020-07-20 19:34:56",8851,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-07-20 18:19:50",8849,ywraq-new,new,"15× Perfiles en C (Perlines) GR50 y A36.",15,,15
"2020-07-20 17:36:32",8847,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-20 17:33:49",8845,ywraq-new,new,"9× Perfiles en C (Perlines) GR50 y A36.",9,,9
"2020-07-20 17:33:10",8843,ywraq-new,new,"9× Perfiles en C (Perlines) GR50 y A36.",9,,9
"2020-07-20 17:30:52",8841,ywraq-new,new,"9× Perfiles en C (Perlines) GR50 y A36.",9,,9
"2020-07-20 16:41:33",8839,ywraq-new,new,"24× Varilla Torsionada",24,,24
"2020-07-20 14:31:00",8837,ywraq-new,new,"100× Varillas Cuadradas",100,,100
"2020-07-20 14:01:46",8835,ywraq-new,new,"20× Teja Termoacústica",20,,20
"2020-07-20 11:57:03",8833,ywraq-new,new,"5× Teja Zinc Galvanizada y Pintada",5,,5
"2020-07-20 11:24:48",8831,ywraq-new,new,"10× Teja Galvanizada Master 1000",10,,10
"2020-07-20 09:36:25",8829,ywraq-new,new,"1× Canal Pecho Paloma",1,,1
"2020-07-20 07:45:48",8827,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-19 21:52:34",8825,ywraq-new,new,"3× Varilla Redonda Lisa",3,,3
"2020-07-19 20:17:19",8823,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-07-19 20:06:28",8821,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-19 18:59:08",8819,ywraq-new,new,"1× Varillas Cuadradas",1,,1
"2020-07-19 17:04:15",8817,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-19 14:57:58",8815,ywraq-new,new,"6× Tubería Estructural",6,,6
"2020-07-19 13:55:51",8813,ywraq-new,new,"5× Teja Trapezoidal Pintada",5,,0
"2020-07-19 09:43:24",8811,ywraq-new,new,"30× Teja Trapezoidal Pintada, 30× Cubiertas Metálicas",60,,30
"2020-07-19 09:24:45",8809,ywraq-new,new,"30× Teja Trapezoidal Pintada",30,,0
"2020-07-18 18:43:18",8807,ywraq-new,new,"10× Varilla Torsionada",10,,10
"2020-07-18 17:02:52",8805,ywraq-new,new,"2× Lamina Galvanizada",2,,2
"2020-07-18 14:33:11",8803,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-18 14:29:08",8801,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-18 13:43:45",8799,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-18 11:20:26",8797,ywraq-new,new,"15× Varillas Cuadradas",15,,15
"2020-07-18 09:45:10",8795,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-18 08:38:47",8793,ywraq-new,new,"1× Varillas Cuadradas",1,,1
"2020-07-17 22:04:30",8791,ywraq-new,new,"5× Lamina Galvanizada",5,,5
"2020-07-17 21:42:40",8789,ywraq-new,new,"1× Alambre Galvanizado",1,,1
"2020-07-17 19:57:00",8787,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-17 19:17:42",8785,ywraq-new,new,"1× Tubo Peinazo 9x4cm",1,,1
"2020-07-17 18:49:32",8783,ywraq-new,new,"11× Teja Zinc Galvanizada y Pintada, 11× Cubiertas Metálicas",22,,22
"2020-07-17 18:34:47",8781,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-17 17:33:12",8779,ywraq-new,new,"1× Tubería Estructural, 1× Lamina Galvanizada",2,,2
"2020-07-17 17:31:17",8777,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-17 16:05:07",8775,ywraq-new,new,"4× Varillas Cuadradas",4,,4
"2020-07-17 15:29:45",8773,ywraq-new,new,"1× Teja Galvanizada Master 1000, 1× Teja Zinc Galvanizada y Pintada",2,,2
"2020-07-17 15:27:59",8771,ywraq-new,new,"1× Teja Galvanizada Master 1000",1,,1
"2020-07-17 14:57:16",8769,ywraq-new,new,"42× Teja Trapezoidal Pintada",42,,0
"2020-07-17 14:26:58",8767,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-07-17 14:00:15",8765,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-17 12:52:14",8763,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-17 11:04:25",8759,ywraq-new,new,"10× Tubería Estructural",10,,10
"2020-07-17 11:02:02",8757,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-07-17 10:05:27",8753,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-17 10:01:13",8751,ywraq-new,new,"20× Lamina Galvanizada",20,,20
"2020-07-17 09:57:30",8749,ywraq-new,new,"28× Teja Trapezoidal Pintada",28,,0
"2020-07-17 09:22:15",8747,ywraq-new,new,"6× Lamina Alfajor",6,,6
"2020-07-17 08:15:09",8745,ywraq-new,new,"18× Lamina Alfajor",18,,18
"2020-07-17 07:07:17",8743,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-07-16 21:36:37",8741,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-16 21:15:39",8739,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-07-16 20:56:44",8737,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-16 20:22:04",8735,ywraq-new,new,"1× Malla Eslabonada, 1× Tubería de Cerramiento Galvanizado",2,,2
"2020-07-16 20:16:56",8733,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-16 15:49:41",8731,ywraq-new,new,"3× Tubería Estructural",3,,3
"2020-07-16 15:12:33",8729,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-16 14:10:26",8727,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-16 13:46:28",8725,ywraq-new,new,"7× Cubiertas Metálicas, 14× Cubiertas Metálicas",21,,21
"2020-07-16 12:34:18",8723,ywraq-new,new,"1× Lamina CR (Cold Rolled), 1× Lamina CR (Cold Rolled)",2,,2
"2020-07-16 11:15:10",8719,ywraq-new,new,"11× Perfiles en C (Perlines) GR50 y A36.",11,,11
"2020-07-16 11:12:45",8717,ywraq-new,new,"11× Perfiles en C (Perlines) GR50 y A36.",11,,11
"2020-07-16 09:33:36",8715,ywraq-new,new,"4× Tubería Elíptica y Oval",4,,4
"2020-07-16 08:41:57",8713,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36., 1× Tubería Estructural, 1× Tubería Estructural, 1× Platina, 1× Ángulos",5,,5
"2020-07-16 07:22:46",8711,ywraq-new,new,"6× Lamina Galvanizada, 6× Lamina Galvanizada",12,,12
"2020-07-16 01:55:42",8709,ywraq-new,new,"20× Teja Zinc Galvanizada y Pintada",20,,20
"2020-07-15 23:23:27",8707,ywraq-new,new,"5× Lamina Galvanizada, 40× Tubería Estructural, 5× Ballestas",50,,50
"2020-07-15 22:53:14",8705,ywraq-new,new,"5× Lamina Galvanizada",5,,5
"2020-07-15 22:15:13",8703,ywraq-new,new,"8× Viga IPE",8,,8
"2020-07-15 20:45:21",8701,ywraq-new,new,"7× Cubiertas Metálicas, 21× Cubiertas Metálicas",28,,28
"2020-07-15 20:43:26",8699,ywraq-new,new,"7× Cubiertas Metálicas",7,,7
"2020-07-15 20:39:40",8697,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-15 20:38:58",8695,ywraq-new,new,"28× Teja Trapezoidal Pintada",28,,0
"2020-07-15 20:21:40",8693,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-15 19:17:51",8691,ywraq-new,new,"25× Varillas Cuadradas",25,,25
"2020-07-15 17:56:42",8689,ywraq-new,new,"24× Malla Eslabonada",24,,24
"2020-07-15 17:27:48",8687,ywraq-new,new,"11× Teja Trapezoidal Pintada",11,,0
"2020-07-15 16:33:50",8685,ywraq-new,new,"1× Ballestas",1,,0
"2020-07-15 16:15:07",8683,ywraq-new,new,"100× Tubería Estructural",100,,100
"2020-07-15 15:47:56",8681,ywraq-new,new,"7× Teja Zinc Galvanizada y Pintada",7,,7
"2020-07-15 15:32:52",8679,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-15 14:35:50",8677,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-07-15 13:43:24",8675,ywraq-new,new,"1× Ballestas",1,,1
"2020-07-15 12:23:21",8673,ywraq-new,new,"10× Cubiertas Metálicas",10,,10
"2020-07-15 11:19:51",8671,ywraq-new,new,"45× Cubiertas Metálicas, 25× Tubería Estructural",70,,70
"2020-07-15 11:14:19",8669,ywraq-new,new,"1× Malla Electrosoldada Certificada",1,,1
"2020-07-15 08:46:52",8667,ywraq-new,new,"19× Tubería Estructural",19,,19
"2020-07-15 07:35:53",8665,ywraq-new,new,"1× Tubería Cold Rolled",1,,1
"2020-07-15 07:35:30",8663,ywraq-new,new,"1× Tubería Cold Rolled",1,,1
"2020-07-14 21:05:35",8661,ywraq-new,new,"8× Canales en U",8,,8
"2020-07-14 21:02:34",8659,ywraq-new,new,"4× Ballestas",4,,4
"2020-07-14 20:59:52",8657,ywraq-new,new,"1× Varillas Corrugadas",1,,0
"2020-07-14 19:52:25",8655,ywraq-new,new,"14× Viga IPE, 15× Teja Termoacústica",29,,29
"2020-07-14 19:40:48",8653,ywraq-new,new,"14× Viga IPE",14,,14
"2020-07-14 19:21:50",8651,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-14 16:11:10",8649,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-07-14 13:55:08",8647,ywraq-new,new,"20× Malla Eslabonada",20,,20
"2020-07-14 12:39:58",8645,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-14 11:57:14",8643,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-07-14 11:41:04",8641,ywraq-new,new,"1× Varillas Cuadradas",1,,1
"2020-07-14 01:41:55",8639,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-07-13 23:41:39",8637,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-07-13 21:13:38",8635,ywraq-new,new,"6× Viga IPE",6,,6
"2020-07-13 21:07:13",8633,ywraq-new,new,"1× Ballestas",1,,1
"2020-07-13 19:14:48",8631,ywraq-new,new,"38× Viga IPE, 38× Tubería Estructural",76,,76
"2020-07-13 18:29:38",8629,ywraq-new,new,"10× Lamina Galvanizada",10,,10
"2020-07-13 16:09:48",8627,ywraq-new,new,"20× Varillas Corrugadas y Chipa, 20× Varillas Corrugadas y Chipa",40,,40
"2020-07-13 16:09:05",8625,ywraq-new,new,"100× Ballestas",100,,100
"2020-07-13 14:40:29",8623,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-07-13 12:47:29",8621,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-13 12:18:40",8619,ywraq-new,new,"40× Teja Galvanizada Master 1000, 4× Tubería Estructural, 18× Tubería Estructural, 40× Cubiertas Metálicas, 7× Canal Pecho Paloma, 1× Soldaduras, 1× Masillas y Selladores, 1× Anticorrosivo y Esmalte, 300× Tornillos Autoperforantes",412,,111
"2020-07-13 11:52:43",8617,ywraq-new,new,"33× Varilla Torsionada",33,,33
"2020-07-13 11:05:42",8615,ywraq-new,new,"1× Ballestas",1,,1
"2020-07-13 09:33:10",8613,ywraq-new,new,"14× Teja Policarbonato",14,,14
"2020-07-13 08:29:36",8611,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-12 22:06:18",8609,ywraq-new,new,"34× Teja Zinc Galvanizada y Pintada",34,,34
"2020-07-12 21:16:48",8607,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-07-12 14:22:34",8605,ywraq-new,new,"5× Viga IPE",5,,5
"2020-07-12 11:29:07",8603,ywraq-new,new,"26× Perfiles en C (Perlines) GR50 y A36.",26,,26
"2020-07-12 10:51:02",8601,ywraq-new,new,"1× Varilla Torsionada, 1× Varillas Cuadradas",2,,2
"2020-07-12 10:25:10",8599,ywraq-new,new,"8× Teja Galvanizada Master 1000",8,,8
"2020-07-12 10:23:20",8597,ywraq-new,new,"8× Teja Termoacústica",8,,8
"2020-07-12 10:14:36",8595,ywraq-new,new,"9× Perfiles en C (Perlines) GR50 y A36.",9,,9
"2020-07-12 08:50:31",8593,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-07-11 22:46:13",8591,ywraq-new,new,"20× Varilla Torsionada",20,,20
"2020-07-11 20:58:38",8589,ywraq-new,new,"75× Varillas Corrugadas y Chipa",75,,75
"2020-07-11 18:46:20",8587,ywraq-new,new,"1× Canal Pecho Paloma",1,,1
"2020-07-11 17:26:23",8585,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-11 14:33:21",8583,ywraq-new,new,"30× Varilla Torsionada",30,,30
"2020-07-11 13:24:51",8581,ywraq-new,new,"17× Varillas Cuadradas, 17× Platina",34,,34
"2020-07-11 13:22:56",8579,ywraq-new,new,"9× Tubería Estructural",9,,9
"2020-07-11 13:19:31",8577,ywraq-new,new,"1× Teja Policarbonato",1,,1
"2020-07-11 13:16:57",8575,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-07-11 13:12:58",8573,ywraq-new,new,"2× Tubería Estructural",2,,2
"2020-07-11 12:56:15",8571,ywraq-new,new,"1× Viga IPE",1,,1
"2020-07-10 22:21:11",8569,ywraq-new,new,"1× Alambre Galvanizado",1,,1
"2020-07-10 22:00:25",8567,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-10 20:57:57",8565,ywraq-new,new,"10× Tubería Cerramiento Negro",10,,10
"2020-07-10 20:01:59",8563,ywraq-new,new,"10× Teja Zinc Galvanizada y Pintada",10,,10
"2020-07-10 15:40:27",8561,ywraq-new,new,"600× Tornillos Autoperforantes",600,,0
"2020-07-10 15:37:59",8559,ywraq-new,new,"1× Teja Galvanizada Master 1000",1,,1
"2020-07-10 15:22:16",8557,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-10 14:55:24",8555,ywraq-new,new,"1× Platina",1,,1
"2020-07-10 13:35:48",8553,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-07-10 10:51:19",8551,ywraq-new,new,"2× Teja Zinc Galvanizada y Pintada",2,,2
"2020-07-10 10:30:57",8549,ywraq-new,new,"4× Laminas Colaborantes",4,,4
"2020-07-10 10:04:49",8547,ywraq-new,new,"4× Laminas Colaborantes",4,,4
"2020-07-10 09:18:42",8545,ywraq-new,new,"2× Tubería Estructural",2,,2
"2020-07-10 00:20:35",8543,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-07-09 22:14:50",8541,ywraq-new,new,"6× Perfiles en C (Perlines) GR50 y A36.",6,,6
"2020-07-09 21:55:06",8539,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-09 20:05:40",8537,ywraq-new,new,"20× Tubería Cerramiento Negro, 20× Tubería de Cerramiento Galvanizado, 20× Tubería Cold Rolled",60,,60
"2020-07-09 19:07:42",8535,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-09 16:31:14",8533,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado, 1× Tubería Cerramiento Negro, 1× Tubería Cerramiento Negro",3,,3
"2020-07-09 16:04:46",8531,ywraq-new,new,"180× Perfiles en C (Perlines) GR50 y A36.",180,,180
"2020-07-09 16:01:10",8529,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-07-09 15:34:08",8527,ywraq-new,new,"50× Teja Trapezoidal Pintada",50,,0
"2020-07-09 15:16:37",8525,ywraq-new,new,"250× Varillas Corrugadas y Chipa",250,,250
"2020-07-09 14:49:10",8523,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-07-09 14:26:15",8521,ywraq-new,new,"1× Tubería Cold Rolled",1,,1
"2020-07-09 13:25:18",8519,ywraq-new,new,"170× Bloquelon",170,,0
"2020-07-09 13:16:07",8517,ywraq-new,new,"1× Ballestas",1,,1
"2020-07-09 13:00:48",8515,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-09 12:57:16",8513,ywraq-new,new,"24× Teja Zinc Galvanizada y Pintada",24,,24
"2020-07-09 12:49:15",8511,ywraq-new,new,"1× Tubería Estructural, 1× Tubería Estructural, 1× Tubería Estructural, 1× Viga IPE",4,,4
"2020-07-09 11:14:34",8509,ywraq-new,new,"200× Tubería de Cerramiento Galvanizado",200,,200
"2020-07-09 10:48:49",8507,ywraq-new,new,"120× Tubería de Cerramiento Galvanizado",120,,120
"2020-07-09 10:37:01",8505,ywraq-new,new,"1× Alambre de Púas",1,,1
"2020-07-09 08:27:09",8503,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-07-09 08:22:10",8501,ywraq-new,new,"2× Tubería Estructural",2,,2
"2020-07-09 07:53:11",8499,ywraq-new,new,"20× Teja Zinc Galvanizada y Pintada",20,,20
"2020-07-09 07:26:11",8497,ywraq-new,new,"1× Ángulos, 2× Canales en U, 2× Tubería Estructural, 2× Ángulos",7,,7
"2020-07-09 07:16:05",8495,ywraq-new,new,"18× Cubiertas Metálicas",18,,18
"2020-07-08 23:32:59",8493,ywraq-new,new,"1× Bloquelon, 1× Sistema Placa Fácil",2,,0
"2020-07-08 19:32:19",8491,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
